Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1295611,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,91351,Web,03/23/2015,03/23/2015,Navient,Closed with explanation,Yes,
1295316,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,28134,Web,03/23/2015,03/30/2015,Navient,Closed with explanation,Yes,Yes
1298489,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44133,Web,03/23/2015,03/24/2015,Navient,Closed with monetary relief,Yes,
1294945,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37122,Web,03/22/2015,03/22/2015,KeyBank NA,Closed with explanation,Yes,
1295286,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,85711,Web,03/22/2015,03/23/2015,Navient,Closed with explanation,Yes,
1294890,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MO,64744,Web,03/22/2015,03/22/2015,Genesis Lending,Closed with explanation,Yes,
1294727,Student loan,Non-federal student loan,Can't repay my loan,,CA,90302,Web,03/21/2015,03/21/2015,Genesis Lending,Closed with explanation,Yes,
1294852,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,07607,Web,03/21/2015,03/23/2015,Navient,Closed with explanation,Yes,
1294764,Student loan,Non-federal student loan,Can't repay my loan,,TX,76549,Web,03/21/2015,03/21/2015,JPMorgan Chase,Closed with explanation,Yes,
1294740,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DE,19802,Web,03/21/2015,03/21/2015,Wells Fargo,Closed with explanation,Yes,
1294716,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NV,89129,Web,03/21/2015,03/26/2015,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,
1294670,Student loan,Non-federal student loan,Getting a loan,,OR,97007,Web,03/21/2015,03/26/2015,Genesis Lending,Closed with explanation,Yes,
1294654,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,95842,Web,03/21/2015,03/25/2015,West Corporation,Closed with explanation,Yes,
1294633,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MN,55172,Web,03/21/2015,03/21/2015,Navient,Closed with explanation,Yes,
1294627,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10469,Web,03/21/2015,03/21/2015,AES/PHEAA,Closed with explanation,Yes,
1294623,Student loan,Non-federal student loan,Can't repay my loan,,MI,48223,Web,03/21/2015,03/21/2015,Navient,Closed with explanation,Yes,Yes
1294615,Student loan,Non-federal student loan,Can't repay my loan,,NY,12803,Web,03/21/2015,03/25/2015,AES/PHEAA,Closed with explanation,Yes,
1294609,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WI,53202,Web,03/21/2015,03/30/2015,"Rausch, Sturm, Israel, Enerson & Hornik, LLC",Closed with explanation,Yes,Yes
1293406,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90302,Web,03/20/2015,03/26/2015,Great Lakes,Closed with explanation,Yes,
1292583,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MN,56304,Web,03/20/2015,03/20/2015,Sallie Mae,Closed with explanation,Yes,
1292452,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49504,Web,03/20/2015,03/20/2015,Navient,Closed with explanation,Yes,
1292999,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WI,54722,Web,03/20/2015,03/20/2015,Navient,Closed with explanation,Yes,
1292876,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,77040,Referral,03/20/2015,03/26/2015,Discover,Closed with explanation,Yes,Yes
1292840,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,75220,Referral,03/20/2015,03/26/2015,Sallie Mae,In progress,Yes,
1292738,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,13110,Web,03/20/2015,03/25/2015,Navient,Closed with explanation,Yes,Yes
1292697,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44001,Web,03/20/2015,03/20/2015,Sallie Mae,In progress,Yes,
1294448,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,45215,Web,03/20/2015,03/25/2015,"ECMC Group, Inc.",Closed with explanation,Yes,Yes
1294197,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,94533,Web,03/20/2015,03/20/2015,AES/PHEAA,Closed with explanation,Yes,Yes
1291352,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90745,Web,03/19/2015,03/19/2015,Genesis Lending,Closed with explanation,Yes,
1291322,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90280,Web,03/19/2015,03/19/2015,TFC Credit Corporation,Untimely response,No,
1291228,Student loan,Non-federal student loan,Can't repay my loan,,CA,96161,Web,03/19/2015,03/19/2015,Sallie Mae,Closed with explanation,Yes,
1290400,Student loan,Non-federal student loan,Can't repay my loan,,AZ,85741,Web,03/19/2015,03/19/2015,Navient,Closed with monetary relief,Yes,
1291076,Student loan,Non-federal student loan,Can't repay my loan,,TX,75092,Web,03/19/2015,03/19/2015,Navient,Closed with explanation,Yes,
1291057,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NH,03055,Web,03/19/2015,03/19/2015,Navient,Closed with explanation,Yes,Yes
1291024,Student loan,Non-federal student loan,Can't repay my loan,,NC,28207,Web,03/19/2015,03/19/2015,"LendKey Technologies, Inc.",In progress,No,
1290991,Student loan,Non-federal student loan,Can't repay my loan,,KS,67208,Web,03/19/2015,03/19/2015,Navient,Closed with explanation,Yes,
1290841,Student loan,Non-federal student loan,Can't repay my loan,,NY,14223,Web,03/19/2015,03/19/2015,Navient,In progress,Yes,
1290536,Student loan,Non-federal student loan,Can't repay my loan,,CA,94603,Web,03/19/2015,03/19/2015,Wells Fargo,Closed with explanation,Yes,
1290184,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,95207,Web,03/19/2015,03/19/2015,Wells Fargo,Closed with explanation,Yes,
1290210,Student loan,Non-federal student loan,Can't repay my loan,,MT,59801,Referral,03/19/2015,03/25/2015,Wells Fargo,Closed with explanation,Yes,
1292693,Student loan,Non-federal student loan,Can't repay my loan,,OH,45631,Web,03/19/2015,03/20/2015,Sallie Mae,Closed with explanation,Yes,
1292683,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20603,Web,03/19/2015,03/20/2015,Navient,Closed with explanation,Yes,Yes
1292636,Student loan,Non-federal student loan,Can't repay my loan,,TX,77706,Web,03/19/2015,03/25/2015,JPMorgan Chase,Closed with explanation,Yes,
1292028,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,91364,Web,03/19/2015,03/19/2015,Wells Fargo,Closed with non-monetary relief,Yes,
1292009,Student loan,Non-federal student loan,Getting a loan,,NV,89117,Web,03/19/2015,03/19/2015,Navient,Closed with explanation,Yes,
1291923,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90755,Web,03/19/2015,03/25/2015,"ECMC Group, Inc.",Closed with explanation,Yes,
1291728,Student loan,Non-federal student loan,Can't repay my loan,,FL,33185,Web,03/19/2015,03/19/2015,Genesis Lending,Closed with explanation,Yes,
1291407,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30087,Web,03/19/2015,03/19/2015,AES/PHEAA,Closed with explanation,Yes,
1291393,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33187,Web,03/19/2015,03/19/2015,Navient,In progress,Yes,
1290448,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,32119,Web,03/18/2015,03/19/2015,Navient,Closed with explanation,Yes,
1290499,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37075,Web,03/18/2015,03/25/2015,AES/PHEAA,In progress,Yes,
1290242,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,11201,Web,03/18/2015,03/19/2015,AES/PHEAA,Closed with explanation,Yes,
1289963,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92707,Web,03/18/2015,03/18/2015,Genesis Lending,Closed with explanation,Yes,
1289876,Student loan,Non-federal student loan,Can't repay my loan,,UT,84041,Web,03/18/2015,03/18/2015,Navient,In progress,Yes,
1289762,Student loan,Non-federal student loan,Can't repay my loan,,FL,32118,Web,03/18/2015,03/19/2015,Navient,In progress,Yes,
1289734,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WI,53706,Postal mail,03/18/2015,03/25/2015,Discover,In progress,Yes,
1289597,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92508,Web,03/18/2015,03/19/2015,Navient,Closed with explanation,Yes,
1289567,Student loan,Non-federal student loan,Can't repay my loan,,IL,60178,Web,03/18/2015,03/18/2015,Navient,Closed with explanation,Yes,
1289337,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,93552,Web,03/18/2015,03/18/2015,Genesis Lending,Closed with explanation,Yes,
1289314,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80020,Web,03/18/2015,03/24/2015,"SIMM Associates, Inc.",Closed with explanation,Yes,
1289304,Student loan,Non-federal student loan,Can't repay my loan,,IL,60563,Web,03/18/2015,03/30/2015,Navient,Closed with explanation,Yes,
1289060,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,11763,Web,03/18/2015,03/18/2015,AES/PHEAA,Closed with explanation,Yes,Yes
1288910,Student loan,Non-federal student loan,Can't repay my loan,,CA,95660,Web,03/18/2015,03/18/2015,Navient,Closed with explanation,Yes,
1288908,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98273,Web,03/18/2015,03/18/2015,Genesis Lending,Closed with explanation,Yes,
1288592,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,15226,Web,03/18/2015,03/18/2015,ConServe,Closed with explanation,Yes,
1288586,Student loan,Non-federal student loan,Dealing with my lender or servicer,,SC,29135,Web,03/18/2015,03/18/2015,Wells Fargo,Closed with explanation,Yes,
1288555,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,11237,Web,03/18/2015,03/18/2015,Navient,Closed with explanation,Yes,
1288545,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IA,50021,Web,03/18/2015,03/18/2015,Discover,Closed with explanation,Yes,
1288540,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49546,Web,03/18/2015,03/18/2015,Sallie Mae,Closed with monetary relief,Yes,
1288360,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33316,Web,03/18/2015,03/18/2015,Discover,Closed with explanation,Yes,
1288306,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,34231,Web,03/18/2015,03/24/2015,"Frederick J. Hanna & Associates, P.C.",Closed with explanation,Yes,Yes
1288106,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CT,06706,Web,03/18/2015,03/24/2015,URS Holdings LLC,Closed with explanation,Yes,
1286433,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,23111,Web,03/17/2015,03/17/2015,Navient,In progress,Yes,
1288247,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MO,63146,Web,03/17/2015,03/24/2015,"Estate Information Services, LLC",Closed with explanation,Yes,
1288230,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AR,72114,Web,03/17/2015,03/18/2015,Discover,Closed with non-monetary relief,Yes,
1290133,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,62207,Web,03/17/2015,03/18/2015,AES/PHEAA,Closed with explanation,Yes,Yes
1287781,Student loan,Non-federal student loan,Can't repay my loan,,CA,95628,Web,03/17/2015,03/24/2015,Navient,Closed with explanation,Yes,Yes
1288251,Student loan,Non-federal student loan,Can't repay my loan,,CA,92320,Web,03/17/2015,03/23/2015,Genesis Lending,Closed with explanation,Yes,
1287591,Student loan,Non-federal student loan,Can't repay my loan,,IN,46405,Web,03/17/2015,03/17/2015,Citibank,Closed with explanation,Yes,Yes
1287519,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,02135,Web,03/17/2015,03/17/2015,Sallie Mae,Closed with monetary relief,Yes,
1287483,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,14487,Web,03/17/2015,03/17/2015,Navient,Closed with explanation,Yes,
1287372,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,00229,Web,03/17/2015,03/23/2015,Kentucky Higher Education Assistance Authority,Closed with explanation,Yes,
1287358,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,85032,Web,03/17/2015,03/17/2015,Navient,Closed with explanation,Yes,Yes
1287302,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90027,Web,03/17/2015,03/17/2015,Navient,Closed with explanation,Yes,
1286909,Student loan,Non-federal student loan,Can't repay my loan,,OH,44857,Web,03/17/2015,03/17/2015,Genesis Lending,Closed with explanation,Yes,Yes
1286863,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20910,Web,03/17/2015,03/17/2015,KeyBank NA,Closed with explanation,Yes,
1286835,Student loan,Non-federal student loan,Can't repay my loan,,PA,19144,Web,03/17/2015,03/17/2015,Navient,Closed with explanation,Yes,
1286539,Student loan,Non-federal student loan,Can't repay my loan,,NC,27511,Web,03/17/2015,03/17/2015,Navient,In progress,Yes,
1286525,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,22044,Web,03/17/2015,03/17/2015,Sallie Mae,Closed with explanation,Yes,
1286123,Student loan,Non-federal student loan,Can't repay my loan,,NY,14043,Web,03/16/2015,03/26/2015,Transworld Systems Inc.,Closed with explanation,Yes,
1286119,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,28227,Web,03/16/2015,03/23/2015,Navient,Closed with explanation,Yes,
1286110,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90706,Web,03/16/2015,03/17/2015,Genesis Lending,Closed with explanation,Yes,
1286094,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,85224,Web,03/16/2015,03/17/2015,Navient,In progress,Yes,
1286085,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80238,Web,03/16/2015,03/17/2015,Wells Fargo,Closed with explanation,Yes,
1285588,Student loan,Non-federal student loan,Can't repay my loan,,CA,94533,Web,03/16/2015,03/21/2015,Transworld Systems Inc.,Closed with explanation,Yes,
1285566,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60438,Postal mail,03/16/2015,04/07/2015,Transworld Systems Inc.,In progress,Yes,
1285468,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NE,68144,Web,03/16/2015,03/23/2015,URS Holdings LLC,Closed with explanation,Yes,
1285435,Student loan,Non-federal student loan,Can't repay my loan,,TX,78251,Web,03/16/2015,03/16/2015,Wells Fargo,Closed with explanation,Yes,
1285424,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,94523,Web,03/16/2015,03/16/2015,Sallie Mae,In progress,Yes,
1285411,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MN,56201,Web,03/16/2015,03/16/2015,Discover,Closed with explanation,Yes,
1285381,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AL,36606,Phone,03/16/2015,03/23/2015,"Todd, Bremer & Lawson, Inc.",Closed with explanation,Yes,
1284993,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,27006,Web,03/16/2015,03/16/2015,First Associates Loan Servicing LLC,Closed with explanation,Yes,
1284863,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NH,03301,Web,03/16/2015,03/16/2015,AES/PHEAA,Closed with explanation,Yes,Yes
1284779,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NM,87114,Web,03/16/2015,03/23/2015,First Associates Loan Servicing LLC,Closed with explanation,Yes,
1284731,Student loan,Non-federal student loan,Can't repay my loan,,CT,06511,Web,03/16/2015,03/16/2015,Navient,In progress,Yes,
